0.8,0.3,-0.98,0.605,8.5245
0.8,0.35,-0.98,0.45,8.64175
0.8,0.4,-0.98,0.3,8.728
0.8,0.45,-0.98,0.15,8.79175
0.8,0.5,-0.98,-8.32667e-17,8.833
0.8,0.55,-0.98,-0.15,8.85175
0.8,0.6,-0.98,-0.3,8.848
0.8,0.65,-0.98,-0.45,8.82175
0.8,0.7,-0.98,-0.605,8.7665
0.8,0.75,-0.98,-0.78125,8.66112
0.8,0.8,-0.98,-0.98,8.504
0.8,0.85,-0.98,-1.20125,8.29512
0.8,0.9,-0.98,-1.445,8.0345
0.8,0.95,-0.98,-1.71125,7.72212
0.8,1,-0.98,-2,7.358
0.85,0,-1.20125,2,6.21637
0.85,0.05,-1.20125,1.71125,6.696
0.85,0.1,-1.20125,1.445,7.11487
0.85,0.15,-1.20125,1.20125,7.473
0.85,0.2,-1.20125,0.98,7.77037
0.85,0.25,-1.20125,0.78125,8.007
0.85,0.3,-1.20125,0.605,8.18287
0.85,0.35,-1.20125,0.45,8.30012
0.85,0.4,-1.20125,0.3,8.38637
0.85,0.45,-1.20125,0.15,8.45012
0.85,0.5,-1.20125,-7.63278e-17,8.49137
0.85,0.55,-1.20125,-0.15,8.51012
0.85,0.6,-1.20125,-0.3,8.50637
0.85,0.65,-1.20125,-0.45,8.48012
0.85,0.7,-1.20125,-0.605,8.42487
0.85,0.75,-1.20125,-0.78125,8.3195
0.85,0.8,-1.20125,-0.98,8.16237
0.85,0.85,-1.20125,-1.20125,7.9535
0.85,0.9,-1.20125,-1.445,7.69287
0.85,0.95,-1.20125,-1.71125,7.3805
0.85,1,-1.20125,-2,7.01637
0.9,0,-1.445,2,5.8095
0.9,0.05,-1.445,1.71125,6.28912
0.9,0.1,-1.445,1.445,6.708
0.9,0.15,-1.445,1.20125,7.06612
0.9,0.2,-1.445,0.98,7.3635
0.9,0.25,-1.445,0.78125,7.60012
0.9,0.3,-1.445,0.605,7.776
0.9,0.35,-1.445,0.45,7.89325
0.9,0.4,-1.445,0.3,7.9795
0.9,0.45,-1.445,0.15,8.04325
0.9,0.5,-1.445,-8.32667e-17,8.0845
0.9,0.55,-1.445,-0.15,8.10325
0.9,0.6,-1.445,-0.3,8.0995
0.9,0.65,-1.445,-0.45,8.07325
0.9,0.7,-1.445,-0.605,8.018
0.9,0.75,-1.445,-0.78125,7.91262
0.9,0.8,-1.445,-0.98,7.7555
0.9,0.85,-1.445,-1.20125,7.54662
0.9,0.9,-1.445,-1.445,7.286
0.9,0.95,-1.445,-1.71125,6.97362
0.9,1,-1.445,-2,6.6095
0.95,0,-1.71125,2,5.33737
0.95,0.05,-1.71125,1.71125,5.817
0.95,0.1,-1.71125,1.445,6.23588
0.95,0.15,-1.71125,1.20125,6.594
0.95,0.2,-1.71125,0.98,6.89138
0.95,0.25,-1.71125,0.78125,7.128
0.95,0.3,-1.71125,0.605,7.30388
0.95,0.35,-1.71125,0.45,7.42112
0.95,0.4,-1.71125,0.3,7.50738
0.95,0.45,-1.71125,0.15,7.57113
0.95,0.5,-1.71125,-8.32667e-17,7.61237
0.95,0.55,-1.71125,-0.15,7.63112
0.95,0.6,-1.71125,-0.3,7.62737
0.95,0.65,-1.71125,-0.45,7.60112
0.95,0.7,-1.71125,-0.605,7.54588
0.95,0.75,-1.71125,-0.78125,7.4405
0.95,0.8,-1.71125,-0.98,7.28337
0.95,0.85,-1.71125,-1.20125,7.0745
0.95,0.9,-1.71125,-1.445,6.81387
0.95,0.95,-1.71125,-1.71125,6.5015
0.95,1,-1.71125,-2,6.13738
1,0,-2,2,4.8
1,0.05,-2,1.71125,5.27963
1,0.1,-2,1.445,5.6985
1,0.15,-2,1.20125,6.05662
1,0.2,-2,0.98,6.354
1,0.25,-2,0.78125,6.59062
1,0.3,-2,0.605,6.7665
1,0.35,-2,0.45,6.88375
1,0.4,-2,0.3,6.97
1,0.45,-2,0.15,7.03375
1,0.5,-2,-8.32667e-17,7.075
1,0.55,-2,-0.15,7.09375
1,0.6,-2,-0.3,7.09
1,0.65,-2,-0.45,7.06375
1,0.7,-2,-0.605,7.0085
1,0.75,-2,-0.78125,6.90313
1,0.8,-2,-0.98,6.746
1,0.85,-2,-1.20125,6.53712
1,0.9,-2,-1.445,6.2765
1,0.95,-2,-1.71125,5.96413
1,1,-2,-2,5.6
